word,id,sense,polarity,subjectivity,confidence
etnisch,r_a-10448,volkenkundig,0.0,0.4,0.7
etymologisch,r_a-10512,mbt. de woordafleiding,0.0,0.0,0.7
evangelisch,r_a-10515,mbt. het evangelie,0.0,0.1,0.7
evangelisch,r_a-10608,mbt. tot richting in Hervormde Kerk,0.0,0.1,0.7
eventueel,r_a-10452,mogelijk,-0.1,0.6,1.0
evenwichtig,r_a-10453,stabiel,0.5,0.9,0.7
evenwijdig,r_a-10454,parallel,-0.1,0.4,0.7
evident,r_a-10455,volkomen duidelijk,0.4,0.6,0.7
evolutionair,r_a-10516,mbt. evolutie,0.0,0.1,0.7
exact,r_a-10456,nauwkeurig,0.3,0.6,1.0
exceptioneel,r_a-10459,uitzonderlijk,0.1,0.6,0.7
excessief,r_a-10519,buitensporig,-0.4,0.8,0.7
exemplarisch,r_a-10462,typisch,0.2,0.4,0.9
exhibitionistisch,r_a-10574,(als) van een exhibitionist,-0.7,1.0,0.7
existentieel,r_a-10520,mbt. existentie,0.2,0.5,0.7
exorbitant,r_a-10463,buitensporig,0.0,0.8,0.7
exotisch,r_a-10464,"(als) uit verre, vreemde landen",0.4,0.6,1.0
experimenteel,d_a-76916,niet permanent,0.1,0.4,1.0
experimenteel,r_a-10465,mbt. experimenten,0.1,0.1,1.0
expliciet,r_a-10466,met zoveel woorden,0.0,0.2,1.0
explosief,r_a-10467,ontplofbaar,0.4,0.9,0.7
expressief,r_a-10468,met veel expressie,0.1,0.5,0.7
expressionistisch,r_a-10523,mbt. het expressionisme,0.0,0.3,0.7
exquis,r_a-10469,voortreffelijk,0.7,1.0,0.7
extatisch,r_a-10524,(als) in extase,0.6,0.9,0.7
extra,r_a-10471,meer dan normaal,0.4,0.6,1.0
extreem,r_a-10474,uitzonderlijk,0.1,1.0,1.0
extreem-links,r_a-10527,uiterst links,-0.6,0.8,0.7
extreem-nationalistisch,r_a-10528,uiterst nationalistisch,0.0,0.4,0.7
extreem-rechts,r_a-10529,uiterst rechts,0.0,0.4,0.7
extremistisch,r_a-10530,neigend naar extremisme,-0.5,0.7,0.7
exuberant,r_a-10531,overdadig,-0.4,0.6,0.7
fabelachtig,r_a-10622,"onvoorstelbaar veel, mooi etc.",0.7,0.9,0.7
fabelachtig,r_a-10771,als in fabels,0.9,1.0,0.9
fabuleus,r_a-10623,"onwaarschijnlijk veel, mooi etc.",0.7,0.9,0.7
fail,,,-0.3,0.5,0.7
failliet,r_a-10626,bankroet,-0.3,0.5,0.7
fair,r_a-10627,eerlijk,0.6,0.9,0.8
faliekant,r_a-10773,helemaal verkeerd,-0.7,1.0,0.7
fameus,r_a-10629,vermaard,0.5,0.9,0.7
familiaal,r_a-10630,mbt. het gezin,0.3,0.8,0.7
fanatiek,r_a-10634,bezeten,-0.2,0.9,1.0
fantasierijk,r_a-10636,met veel fantasie,0.6,1.0,1.0
fantasievol,d_a-406725,,0.6,1.0,1.0
fantastisch,r_a-10637,geweldig,1.0,1.0,1.0
fantastisch,r_a-10638,verzonnen,0.0,0.5,1.0
fascinerend,r_a-10640,boeiend,0.8,0.9,1.0
fascistisch,r_a-10641,mbt. het fascisme,0.1,0.5,0.7
fataal,r_a-10643,noodlottig,-0.6,0.8,1.0
fatsoenlijk,r_a-10645,"welgemanierd, netjes",0.2,0.7,0.7
fatsoenlijk,r_a-10646,"behoorlijk, redelijk",0.4,0.4,0.7
fatterig,r_a-10647,dandy-achtig,-0.1,0.2,0.7
favoriet,r_a-10648,meest geliefd,0.8,0.9,1.0
favoriet,r_a-10784,als winnaar getipt,0.5,0.6,1.0
feest,r_n-13097,,0.5,0.2,0.9
feestelijk,r_a-10652,mbt. een feest,0.7,1.0,0.7
feeëriek,r_a-10651,sprookjesachtig,0.7,1.0,1.0
feilloos,r_a-10653,zonder een enkele fout,0.7,0.9,0.7
feitelijk,r_a-10654,eigenlijk,0.0,0.3,1.0
fel,r_a-10655,hevig,0.1,0.9,1.0
fel,r_a-10656,hartstochtelijk,0.2,0.7,0.7
fel,r_a-10657,hel,-0.4,0.6,0.7
felbegeerd,r_a-10658,vurig begeerd,0.2,0.2,0.7
fenomenaal,r_a-10662,buitengewoon,0.9,1.0,1.0
ferm,r_a-10664,flink,0.7,1.0,0.9
fervent,r_a-10665,vurig,0.4,1.0,1.0
fiasco,r_n-13160,,-0.5,0.5,0.9
fictief,r_a-10666,"verzonnen, niet echt",-0.1,0.4,1.0
fictioneel,d_a-80087,,-0.1,0.4,0.7
figuratief,r_a-10669,niet abstract,0.0,0.2,0.9
figuurlijk,r_a-10670,niet letterlijk,0.0,0.2,1.0
fijn,r_a-10671,prettig,0.6,1.0,1.0
fijn,r_a-10672,niet grof,0.2,0.6,1.0
fijnbesnaard,r_a-10674,fijngevoelig,0.4,0.9,0.7
fijnzinnig,r_a-10678,subtiel,0.4,0.6,0.7
fiks,d_a-80436,,0.1,0.9,0.7
fiks,r_a-10679,flink,0.2,0.9,0.7
filantropisch,r_a-10680,menslievend,0.6,0.8,0.7
filmisch,r_a-10682,(als) in de film,0.0,0.2,1.0
filosofisch,r_a-10684,wijsgerig,0.2,0.3,1.0
finaal,r_a-10685,uiteindelijk,0.0,0.3,0.7
financieel,r_a-10686,met betrekking tot geld,0.0,0.0,0.7
fit,r_a-10688,in goede conditie,0.5,0.8,0.7
flagrant,r_a-10689,overduidelijk,0.0,0.6,0.7
flamboyant,r_a-10690,vlammend (figuurlijk),0.4,0.7,0.7
flamboyant,r_a-10788,zwierig,0.4,0.7,0.7
flauw,r_a-10693,smaakloos,-0.6,0.9,1.0
flauw,r_a-10694,met weinig intensiteit,-0.5,1.0,1.0
flauw,r_a-10695,niet grappig,-0.6,1.0,1.0
fleurig,r_a-10699,vrolijk,0.9,1.0,0.9
flink,r_a-10701,fors,0.2,0.8,1.0
flink,r_a-10702,moedig,0.6,0.9,1.0
flinkgebouwd,r_a-10703,forsgebouwd,0.1,0.9,0.7
flinterdun,r_a-10704,heel dun,-0.2,0.6,1.0
flitsend,r_a-16577,snel,-0.1,0.3,0.7
flop,r_n-13393,,-0.5,0.6,0.9
florissant,r_a-10706,bloeiend,0.7,1.0,0.7
fluks,d_a-406758,,0.2,0.6,0.7
flut,r_a-10708,waardeloos,-0.6,0.8,0.7
fnuikend,r_a-10711,funest,-0.6,0.8,0.7
forfaitair,r_a-10717,vooraf vastgesteld,0.0,0.2,0.7
formeel,r_a-10719,de vorm betreffend,0.0,0.0,0.7
formeel,r_a-10720,aan conventies hechtend,0.1,0.7,0.7
formeel,r_a-10789,officieel,0.0,0.0,0.7
formidabel,r_a-10721,geweldig,1.0,1.0,1.0
fors,r_a-10722,flink,0.1,0.5,1.0
forsgebouwd,r_a-10723,flinkgebouwd,0.1,0.9,0.7
fortuinlijk,r_a-10724,voorspoedig,0.9,1.0,0.7
fout,r_a-10730,onjuist,-0.5,0.6,1.0
foutief,r_a-10731,verkeerd,-0.5,0.6,1.0
fraai,r_a-10733,mooi,0.6,0.9,1.0
fragmentarisch,r_a-10735,uit brokstukken bestaand,0.0,0.1,0.7
frank,r_a-10741,vrijpostig,-0.2,0.4,0.7
frappant,r_a-10745,treffend,0.3,0.6,0.7
frauduleus,r_a-10746,bedrieglijk,-0.6,0.9,0.7
frequent,r_a-10750,veelvuldig,0.1,0.1,1.0
fris,r_a-10753,koel,0.1,0.4,1.0
fris,r_a-10754,"origineel, recent",0.8,0.9,1.0
fris,r_a-10755,schoon,0.6,0.9,1.0
fruitig,r_a-10758,met een fruitsmaak,0.6,1.0,0.7
frustratie,,,-0.6,0.7,0.8
functioneel,r_a-10760,geschikt voor hun functie,0.4,0.4,0.7
functioneel,r_a-10792,mbt. de functie(s),0.6,0.8,0.7
fundamentalistisch,r_a-10761,mbt. fundamentalisme,0.0,0.4,0.7
fundamenteel,r_a-10762,essentieel,0.2,0.6,0.7
funest,r_a-10763,met fatale gevolgen,-0.6,0.8,1.0
furieus,r_a-10764,woedend,-0.7,1.0,0.7
futiel,r_a-10765,onbelangrijk,-0.4,1.0,0.8
futloos,r_a-10766,slap,-0.4,0.9,0.7
futuristisch,r_a-10767,als uit de toekomst afkomstig,0.0,0.0,0.7
fysiek,r_a-10768,lichamelijk,0.0,0.0,1.0
fysiologisch,r_a-10769,mbt. de fysiologie,0.0,0.1,0.7
gaaf,r_a-10793,intact,0.2,0.2,1.0
gaaf,r_a-10794,erg goed,1.0,1.0,1.0
gaar,r_a-10796,"genoeg gekookt, gebakken etc.",0.0,0.1,0.7
gaar,r_a-11497,uitgeput,0.0,0.8,0.7
gallisch,r_a-10798,kwaad,-0.4,0.6,0.7
gans,r_a-10803,geheel,0.1,0.4,1.0
gastvrij,r_a-10804,hartelijk voor gasten,0.4,0.9,0.7
gay,r_a-11209,homoseksueel,0.0,0.1,0.7
geacht,r_a-10805,beleefde aanspreekvorm,0.5,0.9,0.7
geavanceerd,r_a-10809,vooruitstrevend,0.3,0.5,0.7
gebeten,r_a-10814,verbitterd,-0.3,0.6,0.7
geboren,r_a-10817,ter wereld gebracht of ontstaan,0.0,0.0,1.0
geborgen,r_a-10818,veilig,0.3,0.7,0.7
gebronsd,r_a-11392,bronskleurig,0.1,0.4,0.7
gebruikelijk,r_a-10824,gangbaar,0.0,0.4,1.0
gebruikersvriendelijk,r_a-11393,tegemoetkomend aan gebruiker,0.7,0.9,0.7
gecharmeerd,r_a-10826,ingenomen met iets of iemand,0.4,1.0,0.7
gecompliceerd,r_a-10828,ingewikkeld,-0.4,0.9,1.0
gedachteloos,r_a-10832,onnadenkend,-0.4,0.9,0.7
gedateerd,r_a-11394,verouderd,-0.3,0.7,0.7
gedeeltelijk,r_a-10835,niet volledig,-0.1,0.3,1.0
gedegen,r_a-10836,goed doordacht,0.6,0.9,1.0
gedenkwaardig,r_a-10841,de moeite waard zijnde,0.6,1.0,0.7
gedesillusioneerd,r_a-10842,ontgoocheld,-0.6,0.9,0.7
gedetailleerd,r_a-10844,tot in de details,0.4,0.9,1.0
gedoemd,r_a-10851,voorbeschikt voor iets slechts,-0.6,0.9,0.7
geducht,r_a-10857,vrees of ontzag inboezemend,-0.4,1.0,0.7
gedupeerd,r_a-11235,benadeeld zijnde,-0.4,0.7,0.7
geel,r_a-10864,kleur hebbend van een eidooier,0.0,0.0,1.0
geestdodend,r_a-10868,afstompend,-0.4,0.6,0.7
geestdriftig,r_a-10869,vol geestdrift,0.6,0.9,1.0
geestelijk,r_a-10870,betrekking hebbend op de geest,0.0,0.2,1.0
geestelijk,r_a-10871,betrekking hebbend op godsdienst,0.0,0.3,1.0
geestig,r_a-10872,humoristisch,0.8,0.9,1.0
geestverruimend,r_a-10874,de geest ruimer makend,0.0,0.2,0.7
geeuw,r_n-14263,,-0.1,0.1,0.9
gefingeerd,r_a-10876,verzonnen,-0.1,0.4,1.0
geforceerd,r_a-10878,niet van harte gaand,-0.3,0.7,0.7
gefundeerd,r_a-10881,gegrond,0.0,0.3,0.7
gegoed,r_a-10883,met veel bezittingen en geld,0.4,0.6,0.9
gegrond,r_a-10886,gefundeerd,0.2,0.7,0.7
gehaaid,r_a-10889,gewiekst,-0.8,0.9,0.7
gehaast,r_a-10890,haastig,-0.1,0.4,0.9
gehandicapt,r_a-10891,door een gebrek belemmerd,-0.2,0.3,1.0
gehandicapt,r_a-11516,in een minder gunstige positie,-0.6,0.7,1.0
geheel,r_a-10894,compleet,0.1,0.4,1.0
geheim,r_a-10895,verborgen,0.0,0.4,1.0
geheimzinnig,r_a-10896,niet te verklaren,0.1,0.9,1.0
gehoorzaam,r_a-10897,doend wat iemand zegt,0.0,0.3,0.7
gehuwd,r_a-11244,getrouwd,0.0,0.1,0.7
geinig,r_a-10902,grappig,0.5,1.0,1.0
gek,r_a-10959,niet goed bij zijn verstand,-0.5,0.9,1.0
gek,r_a-10960,vreemd,-0.2,0.9,1.0
gek,r_a-10961,zeer gesteld op,0.9,1.0,1.0
gekmakend,r_a-11254,waar je gek van wordt,-0.7,0.9,0.7
geknipt,r_a-11256,geschikt,0.8,0.9,1.0
gekrenkt,r_a-11257,gekwetst,-0.8,0.9,0.7
gekunsteld,r_a-10967,gemaakt,-0.5,0.9,1.0
gekwetst,r_a-11521,boos of beledigd,-0.2,0.4,0.7
gelaten,r_a-10969,lijdzaam,-0.1,0.8,0.7
gelauwerd,r_a-11269,met overwinningskrans,0.8,0.9,0.7
geldig,r_a-10971,bruikbaar,0.4,0.5,0.7
geldverslindend,r_a-11271,zeer of onevenredig veel geld eisend,-0.4,0.8,0.7
geldverspilling,,,-0.4,0.8,0.8
geleidelijk,r_a-10976,"in geordende, kalme opeenvolging",0.1,0.4,1.0
geletterd,r_a-10977,belezen,0.2,0.9,0.7
gelezen,r_a-11272,veel lezers tellend,0.3,0.7,0.7
geliefd,r_a-10978,dierbaar of favoriet,0.8,1.0,1.0
geliefde,r_n-14469,,0.6,0.9,1.0
gelig,r_a-11274,enigszins vergeeld,0.0,0.3,0.7
gelijk,r_a-10980,identiek,0.0,0.1,1.0
gelijk,r_a-11527,effen,0.1,0.3,1.0
gelijkgestemd,r_a-11275,met gelijke zienswijze,0.0,0.1,0.7
gelijkgezind,r_a-11276,dezelfde denkwijze toegedaan,0.0,0.1,0.7
gelijkluidend,r_a-10981,gelijk van klank of inhoud,0.0,0.4,0.7
gelijkmatig,r_a-10982,steeds gelijk,0.6,0.7,0.7
gelijknamig,r_a-11277,dezelfde naam dragend,0.0,0.1,1.0
gelijksoortig,r_a-11278,geheel van dezelfde hoedanigheid,0.0,0.3,0.7
gelikt,r_a-11528,gladjanusachtig,-0.4,0.8,0.7
geloofwaardig,r_a-11280,aannemelijk,0.4,0.8,1.0
gelovig,r_a-10933,godsdienstig,0.0,0.4,1.0
geluidloos,r_a-11282,zonder geluid voort te brengen,0.0,0.1,0.7
geluidsoverlast,,,-0.2,0.0,0.8
gelukkig,r_a-10906,blij en tevreden,0.8,1.0,1.0
gelukkig,r_a-10907,geluk brengend,0.7,1.0,1.0
gelukzalig,r_a-10908,uiterst gelukkig,0.6,1.0,0.7
gemaakt,r_a-10909,onecht,-0.6,0.9,0.7
gemakkelijk,r_a-10910,kost niet veel moeite,0.4,0.9,1.0
gemakkelijk,r_a-10911,gerieflijk,0.4,0.8,1.0
gemakkelijk,r_a-11531,flexibel,0.5,0.9,1.0
gemakzuchtig,r_a-10912,inspanning schromend,-0.9,1.0,0.7
gemaskerd,r_a-10913,met een masker op,-0.4,0.9,0.7
gemeen,r_a-10915,laag,-0.9,1.0,1.0
gemeen,r_a-10916,gemeenschappelijk,0.0,0.1,1.0
gemeen,r_a-11532,openbaar,0.0,0.0,1.0
gemeenschappelijk,r_a-10918,gezamenlijk,0.0,0.1,0.9
gemeentelijk,r_a-10919,met een gemeente te maken hebbend,0.0,0.1,0.7
gemiddeld,r_a-10924,doorsnee,-0.3,0.7,1.0
gemiddeld,r_a-10925,de gemiddelde waarde hebbend,0.0,0.0,1.0
gemotiveerd,r_a-11284,motivatie bezittend,0.0,0.2,0.7
genaamd,r_a-10954,de genoemde naam dragend,-0.1,0.1,0.7
genadeloos,r_a-10955,meedogenloos of onverbiddelijk,-0.6,1.0,1.0
genealogisch,r_a-11285,geslachtkundig,0.0,0.0,0.7
geneeskundig,r_a-10934,medisch,0.1,0.1,1.0
generaal,r_a-10938,algemeen,0.0,0.1,0.7
geniaal,r_a-10941,uitzonderlijk begaafd,0.8,0.9,1.0
geniaal,r_a-11535,blijk gevend van genie,0.7,0.9,1.0
geniepig,r_a-10942,stiekem en een beetje gemeen,0.1,0.9,0.7
genitaal,r_a-11427,betrekking hebbend op geslachtsdelen,0.0,0.2,0.7
genoeglijk,r_a-10943,plezierig,0.8,1.0,1.0
genoegzaam,r_a-10944,voldoende,-0.1,0.4,0.7
genot,r_n-14686,,0.5,0.3,0.9
genoten,,,0.4,0.4,0.9
genuanceerd,r_a-10945,met onderscheid,0.0,0.8,0.7
geologisch,r_a-11289,aardkunde betreffend,0.0,0.0,0.7
gepantserd,r_a-11294,van een pantser voorzien,-0.5,0.7,0.7
gepassioneerd,r_a-11295,hartstochtelijk,0.6,1.0,0.7
geprononceerd,r_a-10992,uitgesproken,0.0,0.1,0.7
geraffineerd,r_a-10997,verfijnd,0.5,0.8,0.7
geraffineerd,r_a-11539,doortrapt,-0.1,0.4,0.7
gerechtelijk,r_a-10998,justitieel,0.0,0.0,0.7
gerechtigd,r_a-10999,het recht hebbend iets te doen,0.6,0.7,0.7
gereformeerd,r_a-11002,behorend tot Gereformeerde Kerk,0.0,0.1,0.7
gereformeerd,r_a-11540,volgens de leer van Calvijn,0.0,0.1,0.7
geregeld,r_a-11003,ordelijk,0.3,0.7,1.0
geregeld,r_a-11004,regelmatig terugkerend,0.0,0.1,1.0
geremd,r_a-11005,niet vrij zijn in uitingen en reacties,-0.4,1.0,0.7
gerenommeerd,r_a-11006,vermaard,0.4,0.7,0.7
gereputeerd,d_a-90882,,0.5,0.9,0.7
gerespecteerd,r_a-11436,achtenswaardig,0.5,0.9,0.7
geriatrisch,r_a-11437,de geriatrie betreffend,0.0,0.0,0.7
gerimpeld,r_a-11440,rimpels of groeven hebbend,-0.1,0.4,0.7
gering,r_a-11010,klein in hoeveelheid,-0.2,0.4,1.0
gering,r_a-11011,met weinig betekenis,-0.5,0.7,1.0
geringschattend,r_a-11012,blijk gevend van geringe dunk,-0.1,0.8,0.7
geroutineerd,r_a-11014,kundig en ervaren,0.8,0.9,0.9
geruchtmakend,r_a-11015,opzienbarend,-0.1,0.8,0.7
geruim,r_a-11016,vrij lang,0.0,0.6,0.7
geruisloos,r_a-11017,onhoorbaar,0.0,0.1,1.0
geruisloos,r_a-11545,zonder veel opzien te wekken,0.2,0.7,0.7
gerust,r_a-11018,kalm,0.4,0.8,1.0
geschiedkundig,r_a-11020,historisch,0.0,0.0,1.0
geschikt,r_a-11021,aangenaam in omgang,0.6,0.9,1.0
geschikt,r_a-11022,met juiste eigenschappen,0.6,0.8,1.0
gesetteld,r_a-11026,sociaal op zijn plaats,0.0,0.1,0.7
geslaagd,r_a-11030,succesvol,0.8,1.0,1.0
geslachtsrijp,r_a-11032,klaar voor voortplanting,0.1,0.3,0.7
gespannen,r_a-11037,op spanning staand,-0.1,0.5,1.0
gespannen,r_a-11038,nerveus,-0.5,1.0,1.0
gespecialiseerd,r_a-11315,toegespitst op iets specifieks,0.0,0.0,0.7
gestaag,r_a-11318,in gelijkblijvend tempo,0.1,0.2,0.7
gestoord,r_a-11044,gek,-0.4,0.9,1.0
gestreept,r_a-11321,met strepen bedekt,0.0,0.1,1.0
gestrekt,r_a-11322,uitgestrekt,0.0,0.1,0.7
gestructureerd,r_a-11323,een samenhangende structuur hebbend,0.2,0.4,0.7
getalenteerd,r_a-11325,talent hebbend,0.7,0.9,0.7
getapt,r_a-11048,populair,0.2,0.9,0.7
getiteld,r_a-11053,een titel dragend,-0.1,0.1,0.7
getiteld,r_a-11564,een adellijke titel voerend,-0.1,0.1,0.7
getogen,r_a-11054,opgegroeid,0.0,0.0,0.7
getrouw,r_a-11055,trouw,0.6,0.9,0.7
getrouw,r_a-11565,nauwkeurig,0.2,0.5,0.7
getrouw,r_a-11566,zijn woord nakomend,0.1,0.4,0.7
geurig,r_a-11057,aangenaam geurend,-0.1,0.5,0.7
gevaarlijk,r_a-11058,onveilig,-0.6,0.9,1.0
gevaarlijk,r_a-11567,gevaar opleverend,-0.6,0.9,1.0
gevarieerd,r_a-11332,afwisselend,0.2,0.5,0.7
gevat,r_a-11060,ad rem,0.3,0.7,0.7
gevecht,r_n-14923,,-0.2,0.1,0.7
gevoelig,r_a-11067,sensitief,0.1,0.9,1.0
gevoelig,r_a-11068,kwetsbaar,-0.4,0.9,1.0
gevoelig,r_a-11069,nauwkeurig,0.4,0.8,1.0
gevoelig,r_a-11070,ingrijpend,0.1,0.9,1.0
gevoelsarm,r_a-11458,met weinig gevoelens,-0.1,0.8,0.7
gevoelsmatig,r_a-11072,intuïtief,0.0,0.7,0.7
gevorkt,r_a-11461,met de vorm van een vork,-0.1,0.4,0.7
gewapend,r_a-11077,met wapens,-0.1,0.8,0.7
geweldadig,,,-0.5,0.6,1.0
gewelddadig,r_a-11080,met geweld,-0.4,0.5,1.0
geweldig,r_a-11081,heel leuk,0.9,1.0,1.0
geweldloos,r_a-11082,zonder geweld,0.4,0.6,1.0
gewend,r_a-11084,gewoon,-0.1,0.7,1.0
gewerveld,r_a-11342,voorzien van een wervelkolom,0.1,0.4,0.7
gewetenloos,r_a-11085,eerloos,-0.6,0.8,0.7
gewichtig,r_a-11088,belangrijk,0.4,0.8,0.8
gewis,r_a-11093,zeker,0.0,0.6,0.7
gewonnen,,,0.3,0.4,0.8
gewoon,r_a-11096,normaal,-0.1,0.7,1.0
gewoon,r_a-11097,gewend,0.1,0.7,1.0
gewraakt,r_a-11098,in ongunstig zin genoemd,-0.7,0.9,0.7
gezaag,,,-0.3,0.5,0.8
gezagsgetrouw,r_a-11346,trouw aan gestelde gezag,0.4,0.8,0.7
gezamenlijk,r_a-11101,samen,0.0,0.1,1.0
gezapig,r_a-11102,"sloom, rustig en saai",-0.1,0.6,0.7
gezellig,r_a-11105,knus,0.8,1.0,1.0
gezellig,r_a-11106,prettig,0.8,1.0,1.0
gezind,r_a-11110,in bepaalde stemming,0.6,0.9,0.7
gezond,r_a-11112,lichamelijk  en mentaal in orde,0.4,0.4,1.0
gezond,r_a-11113,heilzaam,0.6,0.8,1.0
gezouten,r_a-11464,gespierd of kras,-0.4,0.9,0.7
gezwind,r_a-11114,snel,0.2,0.6,0.7
geëmancipeerd,r_a-10865,zelfbewust,0.2,0.4,0.7
geïsoleerd,r_a-11251,afgezonderd,-0.1,0.8,0.7
giechelig,r_a-11465,lacherig,0.5,1.0,0.7
giftig,r_a-11119,vergiftig,-0.6,0.9,0.7
giftig,r_a-11120,erg kwaad,-0.6,0.9,0.7
gigantisch,d_a-93462,zeer groot,0.3,0.8,1.0
gigantisch,r_a-11121,reusachtig,0.4,0.8,1.0
gijzelen,r_v-2967,,-0.2,0.1,0.8
gis,r_a-11124,slim,0.8,0.9,0.7
gitzwart,r_a-11352,zeer zwart,-0.1,0.1,0.7
glansloos,r_a-11472,mat,-0.4,0.6,0.7
glansrijk,r_a-11127,schitterend,0.7,0.9,0.7
glasachtig,r_a-11474,als glas,0.0,0.1,0.7
glashelder,r_a-11353,heel helder,0.3,0.5,0.7
glazig,r_a-11130,suf,0.3,0.9,0.7
glibberig,r_a-11131,glad en nat,-0.2,0.5,0.7
globaal,r_a-11132,ongeveer,-0.4,0.8,0.7
gloednieuw,r_a-11357,volstrekt nieuw,0.4,0.7,0.7
glorierijk,r_a-11476,roemrijk,0.5,0.8,0.7
glorieus,r_a-11136,roemrijk,0.5,0.8,0.7
goddelijk,r_a-11138,van God,0.1,0.4,1.0
goddelijk,r_a-11139,hemels,0.7,0.9,1.0
godgans,r_a-11477,geheel,0.1,0.4,1.0
godsdienstig,r_a-11359,religieus,0.0,0.4,1.0
godsgruwelijk,r_a-11481,enorm,-1.0,1.0,0.7
godsjammerlijk,d_a-94797,,-0.7,1.0,0.7
godslasterlijk,r_a-11482,blasfemisch,-0.4,0.7,0.7
godsonmogelijk,r_a-11584,totaal onmogelijk,-0.4,0.8,0.7
godverdoms,,,-0.5,0.9,1.0
godverlaten,r_a-11360,eenzaam,-0.7,1.0,0.7
godvruchtig,r_a-11142,vroom,0.8,1.0,0.7
goed,r_a-11143,in orde,0.6,0.9,1.0
goed,r_a-11144,correct,0.5,0.9,1.0
goedbedoelend,r_a-11362,met goede bedoelingen,0.2,0.8,0.7
goede,,JJ,0.5,0.9,1.0
goedgeefs,r_a-11148,gul,0.4,0.9,0.7
goedgelovig,r_a-11149,naïef,-0.2,0.9,0.7
goedkeurend,r_a-11153,instemmend,0.3,0.5,0.7
goedkoop,r_a-11154,voordelig,0.4,0.7,1.0
goedkoop,r_a-11155,ordinair,-0.6,0.9,1.0
goedlopend,r_a-11364,succesvol,0.1,0.3,0.7
goedmoedig,r_a-11365,onschuldig,0.6,0.8,0.7
goedwillend,r_a-11366,met goede bedoelingen,0.3,0.8,0.7
goeie,,,0.6,0.8,1.0
golvend,r_a-11486,op- en neergaand als golven,-0.1,0.1,0.7
goor,r_a-11158,niet helder,-0.6,0.9,1.0
goor,r_a-11159,plat,-0.7,0.9,1.0
gortdroog,r_a-11160,erg droog en saai,-0.9,1.0,1.0
gortig,r_a-11367,grof,-0.4,0.8,0.7
gotisch,r_a-11368,van de gotiek,0.0,0.1,0.7
gouden,r_a-11161,van goud,0.2,0.2,1.0
gouden,r_a-11586,"bloeiend, welvarend",0.7,0.9,1.0
gouden,r_a-11587,vijftigjarig,0.1,0.1,1.0
gracieus,r_a-11163,sierlijk,0.4,0.7,0.7
gradueel,r_a-11164,trapsgewijs,0.0,0.1,0.7
grandioos,d_a-96247,,0.2,0.9,0.7
grandioos,r_a-11169,geweldig,0.9,1.0,1.0
grappig,r_a-11170,leuk,0.6,1.0,1.0
gratis,r_a-11171,voor niets,0.4,0.5,1.0
gratuit,r_a-11172,vrijblijvend,-0.5,0.9,0.7
grauw,r_a-11173,vaalgrijs,-0.1,0.2,0.7
grauw,r_a-11174,"kleurloos, somber",-0.1,0.3,0.7
gregoriaans,r_a-11175,(van kerkgezang) eenstemmig,0.2,0.5,0.7
grenzeloos,r_a-11176,eindeloos,0.2,0.9,1.0
gretig,r_a-11177,begerig,0.5,0.9,0.7
grieperig,r_a-11490,met een beetje griep,-0.5,0.6,0.7
griezelig,r_a-11178,eng,-0.8,1.0,1.0
grif,r_a-11375,gretig en vlug,-0.2,0.6,0.7
grijpgraag,r_a-11377,belust om te grijpen,-0.4,0.7,0.7
grijs,d_a-97086,grijsharig,0.0,0.1,1.0
grijs,r_a-11181,kleur van lood,-0.1,0.1,1.0
grijsblauw,r_a-11491,grijsachtig blauw,0.0,0.1,0.7
grillig,r_a-11179,onregelmatig van vorm,0.0,0.0,0.7
grillig,r_a-11180,wispelturig,-0.3,0.6,0.7
grimmig,r_a-11182,kwaadaardig,-0.5,0.9,0.7
groen,r_a-11183,jong,-0.1,0.6,1.0
groen,r_a-11184,milieuvriendelijk,0.4,0.6,1.0
grof,r_a-11186,groot,0.0,0.5,1.0
grof,r_a-11187,onbeschaafd,-0.8,1.0,1.0
grof,r_a-11188,in ernstige mate,-0.2,0.6,1.0
grofgebouwd,r_a-11494,met grove lichaamsbouw,0.1,0.9,0.7
groggy,r_a-11189,slingerend,-0.4,0.6,0.7
grondig,r_a-11191,degelijk,0.6,0.8,1.0
groot,d_a-97981,van belang,0.6,0.9,1.0
groot,r_a-11193,van flinke afmetingen,0.1,0.5,1.0
groot,r_a-11194,voornaam,0.4,0.7,1.0
grootmoedig,r_a-11195,onbaatzuchtig,0.4,0.8,0.7
groots,r_a-11196,fantastisch,0.9,1.0,1.0
grootschalig,r_a-11197,op grote schaal,0.3,0.6,0.7
grootscheeps,r_a-11198,groots opgezet,0.2,0.5,0.7
grootstedelijk,r_a-11380,typisch voor grote stad,0.0,0.0,0.7
grotendeels,,,0.0,0.4,1.0
grotesk,r_a-11199,wonderlijk en buitensporig,-0.7,0.9,0.7
gruwel,r_n-15971,,-0.6,0.4,0.9
gruwelijk,r_a-11200,afgrijselijk,-1.0,1.0,1.0
gruwzaam,d_a-98316,,-0.9,1.0,0.7
guitig,r_a-11201,ondeugend en grappig,0.4,0.9,0.7
gul,r_a-11202,vrijgevig,0.4,0.9,0.7
gunstig,r_a-11204,voordelig,0.4,0.6,0.7
guur,r_a-11205,koud en winderig,-0.4,0.7,0.7
gynaecologisch,r_a-11382,mbt. gynaecologie,0.1,0.1,0.7
gênant,r_a-10957,beschamend,-0.6,0.9,1.0
